"Date"	"Dh(cm)"	"id"
"31/03/2015 23:00"	0	12
"07/04/2015 12:00"	-3	12
"19/05/2015 12:00"	-4.5	12
"23/06/2015 00:00"	-6.5	12
"20/07/2015 11:55"	-3.7	12
"27/07/2015 13:00"	-3.7	12
"18/08/2015 09:00"	-2	12
"01/09/2015 12:35"	-2	12
"21/09/2015 14:10"	0	12
"15/10/2015 00:00"	0	12
"14/06/2016 14:15"	0	12
"28/07/2016 08:20"	-2	12
"31/08/2016 12:25"	-2	12
"19/10/2016 11:40"	0	12
"30/10/2016 00:00"	0	12
"07/06/2017 12:30"	0	12
"30/06/2017 08:50"	-1	12
"03/08/2017 07:45"	-2	12
"05/09/2017 15:00"	-2	12
"16/10/2017 09:00"	-2.5	12
"09/11/2017 14:00"	0	12
"23/03/2018 00:00"	0	12
"09/05/2018 07:25"	-2	12
"20/06/2018 12:30"	-5	12
"12/07/2018 12:15"	-4	12
"24/07/2018 13:05"	-3.5	12
"06/08/2018 13:15"	-3	12
"04/09/2018 12:05"	-2	12
"04/10/2018 06:55"	-2	12
"24/10/2018 13:00"	-5	12
"31/10/2018 04:40"	-5	12
"09/11/2018 13:40"	0	12
"30/11/2018 00:00"	0	12
"12/06/2019 07:30"	0	12
"05/08/2019 09:55"	-2	12
"23/10/2019 13:15"	-2	12
"23/11/2019 13:30"	-2	12
"10/01/2020 00:00"	0	12
